event,date,division,page_type,rank,name,name_short,noc,medal,previous_rank,points_total,date_raw,date_source,page
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Men's Elite 90Kg,ranking_table,5,TOLMACHOV Bogdan,TOLMACHOV Bogdan,UKR,,,,Thu 20 Nov 2025,As of line,5
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Men's Elite 90Kg,ranking_table,5,Abduljabbar Ammar,Abduljabbar Ammar,GER,,,,Thu 20 Nov 2025,As of line,5
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Men's Elite 90+Kg,ranking_table,5,KHALETSKYI Andrii,KHALETSKYI Andrii,UKR,,,,Thu 20 Nov 2025,As of line,5
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Men's Elite 90+Kg,ranking_table,5,Hagag Ahmed,Hagag Ahmed,AUT,,,,Thu 20 Nov 2025,As of line,5
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 48Kg,ranking_table,1,MINAKSHI MINAKSHI,MINAKSHI MINAKSHI,IND,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 51Kg,ranking_table,1,Nikhat Zareen,Nikhat Zareen,IND,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 54Kg,ranking_table,1,Preeti Preeti,Preeti Preeti,IND,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 57Kg,ranking_table,1,Jaismine Jaismine,Jaismine Jaismine,IND,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 60Kg,ranking_table,1,Parveen Parveen,Parveen Parveen,IND,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 65Kg,ranking_table,1,CHEN NIEN CHIN,CHEN NIEN CHIN,TPE,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 70Kg,ranking_table,1,Choudhary Arundhati,Choudhary Arundhati,IND,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 75Kg,ranking_table,1,EMMA SUE GREENTREE,EMMA SUE GREENTREE,AUS,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 80Kg,ranking_table,1,Kaczmarska Agata,Kaczmarska Agata,POL,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 80+Kg,ranking_table,1,Nupur Nupur,Nupur Nupur,IND,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 48Kg,ranking_table,2,Fozilova Farzona,Fozilova Farzona,UZB,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 51Kg,ranking_table,2,GUO YI XUAN,GUO YI XUAN,TPE,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 54Kg,ranking_table,2,SIRINE CHARRABI,SIRINE CHARRABI,ITA,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 57Kg,ranking_table,2,WU SHIH YI,WU SHIH YI,TPE,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 60Kg,ranking_table,2,TAGUCHI AYAKA,TAGUCHI AYAKA,JPN,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 65Kg,ranking_table,2,Burman Dione,Burman Dione,ENG,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 70Kg,ranking_table,2,Zokirova Aziza,Zokirova Aziza,UZB,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 75Kg,ranking_table,2,GEMINI MELISSA,GEMINI MELISSA,ITA,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 80Kg,ranking_table,2,Rani Pooja,Rani Pooja,IND,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 80+Kg,ranking_table,2,Sotimboeva Oltinoy,Sotimboeva Oltinoy,UZB,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 48Kg,ranking_table,3,OKHOTA Hanna,OKHOTA Hanna,UKR,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 48Kg,ranking_table,3,Bak Chorong,Bak Chorong,KOR,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 51Kg,ranking_table,3,Ganieva Gulsevar,Ganieva Gulsevar,UZB,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 51Kg,ranking_table,3,Rakhymberdi Zhansaya,Rakhymberdi Zhansaya,KAZ,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 54Kg,ranking_table,3,Rogalińska Wiktoria Beata,Rogalińska Wiktoria Beata,POL,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 54Kg,ranking_table,3,HUANG HSIAO WEN,HUANG HSIAO WEN,TPE,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 57Kg,ranking_table,3,Sarsenbek Ulzhan,Sarsenbek Ulzhan,KAZ,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 57Kg,ranking_table,3,Park Ahhyeon,Park Ahhyeon,KOR,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 60Kg,ranking_table,3,Rygielska Aneta Elzbieta,Rygielska Aneta Elzbieta,POL,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 60Kg,ranking_table,3,Glynn Elise,Glynn Elise,ENG,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 65Kg,ranking_table,3,Kang Sukyung,Kang Sukyung,KOR,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 65Kg,ranking_table,3,Phogat Neeraj,Phogat Neeraj,IND,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 70Kg,ranking_table,3,Müller Leonie,Müller Leonie,GER,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 70Kg,ranking_table,3,CHERNOKOLENKO Anastasiia,CHERNOKOLENKO Anastasiia,UKR,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 75Kg,ranking_table,3,Saweety Saweety,Saweety Saweety,IND,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 80Kg,ranking_table,3,Magauyayeva Diana,Magauyayeva Diana,KAZ,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 80+Kg,ranking_table,3,LOVCHYNSKA Mariia,LOVCHYNSKA Mariia,UKR,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 80+Kg,ranking_table,3,Toktassyn Assel,Toktassyn Assel,KAZ,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 48Kg,ranking_table,5,Bolat Akbota,Bolat Akbota,KAZ,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 51Kg,ranking_table,5,MARYNCHUK Yaroslava,MARYNCHUK Yaroslava,UKR,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 54Kg,ranking_table,5,STATKEVYCH Inna,STATKEVYCH Inna,UKR,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 54Kg,ranking_table,5,Uktamova Nigina,Uktamova Nigina,UZB,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 57Kg,ranking_table,5,Turdibekova Sitora,Turdibekova Sitora,UZB,,,,Thu 20 Nov 2025,As of line,6
World Boxing Cup Finals GREATER NOIDA 2025,2025-11-20,Women's Elite 70Kg,ranking_table,5,Mbata Patricia,Mbata Patricia,NGR,,,,Thu 20 Nov 2025,As of line,6
