event,date,division,rank,name,name_short,country,medal,date_raw,_page
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light (57-60kg) Youth Men,5,AHAPOV IVAN,AHAPOV IVAN,UKR,,,130
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light (57-60kg) Youth Women,1,VAN_DER_TOORN MAUD,VAN_DER_TOORN MAUD,NED,Gold,,131
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light (57-60kg) Youth Women,2,DOVHAL TETIANA,DOVHAL TETIANA,UKR,Silver,,131
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light (57-60kg) Youth Women,3,THONGAM KUNJARANI_DEVI,THONGAM KUNJARANI_DEVI,IND,Bronze,,131
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light (57-60kg) Youth Women,3,KUBALOVA TAMARA,KUBALOVA TAMARA,SVK,Bronze,,131
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light (57-60kg) Youth Women,5,PHOMVICHAI TARARAT,PHOMVICHAI TARARAT,THA,,,131
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light (57-60kg) Youth Women,5,KAYA RUKIYE,KAYA RUKIYE,TUR,,,131
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light (57-60kg) Youth Women,5,KABDOLDA AIGERIM,KABDOLDA AIGERIM,KAZ,,,131
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light (57-60kg) Youth Women,5,MARQUES_SILVA RAFAELA,MARQUES_SILVA RAFAELA,BRA,,,131
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Fly (48-50kg) Youth Women,1,CIRKOVIC SARA,CIRKOVIC SARA,SRB,Gold,(c)sportrada GmbH & Co KG 2000-2022 (2022-12-01 11:05),132
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Fly (48-50kg) Youth Women,2,ROSSHAUG SOFIE_VINTHER,ROSSHAUG SOFIE_VINTHER,DEN,Silver,(c)sportrada GmbH & Co KG 2000-2022 (2022-12-01 11:05),132
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Fly (48-50kg) Youth Women,3,TAMANNA TAMANNA,TAMANNA TAMANNA,IND,Bronze,(c)sportrada GmbH & Co KG 2000-2022 (2022-12-01 11:05),132
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Fly (48-50kg) Youth Women,3,NGUYEN_THI NGOC_TRAN,NGUYEN_THI NGOC_TRAN,VIE,Bronze,(c)sportrada GmbH & Co KG 2000-2022 (2022-12-01 11:05),132
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Fly (48-50kg) Youth Women,5,JONES EBONY,JONES EBONY,ENG,,(c)sportrada GmbH & Co KG 2000-2022 (2022-12-01 11:05),132
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Fly (48-50kg) Youth Women,5,PAEZ_BELTRAN SHIRLEY_KATHERINE,PAEZ_BELTRAN SHIRLEY_KATHERINE,COL,,(c)sportrada GmbH & Co KG 2000-2022 (2022-12-01 11:05),132
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Fly (48-50kg) Youth Women,5,TONEGAWA JUNI,TONEGAWA JUNI,JPN,,(c)sportrada GmbH & Co KG 2000-2022 (2022-12-01 11:05),132
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Fly (48-50kg) Youth Women,5,ADISHEVA ANITA,ADISHEVA ANITA,KAZ,,(c)sportrada GmbH & Co KG 2000-2022 (2022-12-01 11:05),132
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Heavy (75-80kg) Youth Men,1,ZASENOK MYKYTA,ZASENOK MYKYTA,UKR,Gold,2022-12-01 11:05,133
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Heavy (75-80kg) Youth Men,2,BOYMATOV RAKHMATULLO,BOYMATOV RAKHMATULLO,UZB,Silver,2022-12-01 11:05,133
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Heavy (75-80kg) Youth Men,3,DE_OLIVEIRA_FILHO RICARDO_CANDIDO,DE_OLIVEIRA_FILHO RICARDO_CANDIDO,BRA,Bronze,2022-12-01 11:05,133
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Heavy (75-80kg) Youth Men,3,REYNOSO_VALIENTE LUIS_FRANK,REYNOSO_VALIENTE LUIS_FRANK,CUB,Bronze,2022-12-01 11:05,133
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Heavy (75-80kg) Youth Men,5,DOGRU MUHAMMED_HALIL,DOGRU MUHAMMED_HALIL,TUR,,2022-12-01 11:05,133
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Heavy (75-80kg) Youth Men,5,TSAMALIDIS MICHAIL,TSAMALIDIS MICHAIL,GRE,,2022-12-01 11:05,133
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Heavy (75-80kg) Youth Men,5,KOZAK NIKODEM,KOZAK NIKODEM,POL,,2022-12-01 11:05,133
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Light Heavy (75-80kg) Youth Men,5,REDUCINDO_AGUAYO EMILIANO,REDUCINDO_AGUAYO EMILIANO,MEX,,2022-12-01 11:05,133
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Heavy (75-81kg) Youth Women,1,MOSS_BIRCH AMBER,MOSS_BIRCH AMBER,ENG,Gold,,134
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Heavy (75-81kg) Youth Women,2,SOTIMBOEVA OLTINOY,SOTIMBOEVA OLTINOY,UZB,Silver,,134
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Heavy (75-81kg) Youth Women,3,TINNELLY DEARBHLA,TINNELLY DEARBHLA,IRL,Bronze,,134
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Heavy (75-81kg) Youth Women,3,SORENSEN SOFIA_STIGEN,SORENSEN SOFIA_STIGEN,NOR,Bronze,,134
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Heavy (75-81kg) Youth Women,5,KOMJATHI NORA,KOMJATHI NORA,HUN,,,134
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Heavy (75-81kg) Youth Women,5,PEPEK MARIA_HELENA,PEPEK MARIA_HELENA,POL,,,134
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Heavy (75-81kg) Youth Women,5,CIMPOERU MARIA_GHEORGHITA,CIMPOERU MARIA_GHEORGHITA,ROU,,,134
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Heavy (75-81kg) Youth Women,5,BAZHBEHNOVA KAMILA,BAZHBEHNOVA KAMILA,KAZ,,,134
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-10-15,Light Middle (66-70kg) Youth Women,1,NAKOTA VERONIKA,NAKOTA VERONIKA,UKR,Gold,(2022-10-15),135
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-10-15,Light Middle (66-70kg) Youth Women,2,ZOKIROVA AZIZA,ZOKIROVA AZIZA,UZB,Silver,(2022-10-15),135
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-10-15,Light Middle (66-70kg) Youth Women,3,YADAV LASHU,YADAV LASHU,IND,Bronze,(2022-10-15),135
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-10-15,Light Middle (66-70kg) Youth Women,3,MORAN LAURA,MORAN LAURA,IRL,Bronze,(2022-10-15),135
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-10-15,Light Middle (66-70kg) Youth Women,5,DITTRICH EMELY,DITTRICH EMELY,GER,,(2022-10-15),135
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-10-15,Light Middle (66-70kg) Youth Women,5,SHAIBEKOVA GAUKHAR,SHAIBEKOVA GAUKHAR,KAZ,,(2022-10-15),135
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-10-15,Light Middle (66-70kg) Youth Women,5,HERNANDEZ_VARGAS VIOLETA_ZUZETTE,HERNANDEZ_VARGAS VIOLETA_ZUZETTE,MEX,,(2022-10-15),135
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-10-15,Light Middle (66-70kg) Youth Women,5,LLORENTE_GOLAI DANIELA_IRINA,LLORENTE_GOLAI DANIELA_IRINA,ESP,,(2022-10-15),135
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,1,ERKINBOEV FAZLIDDIN,ERKINBOEV FAZLIDDIN,UZB,Gold,,136
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,2,GEMES LEVENTE,GEMES LEVENTE,HUN,Silver,,136
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,3,KARAITIS CHRISTOS,KARAITIS CHRISTOS,GRE,Bronze,,136
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,3,VEITIA LLORENTE PEDRO ALEXIS,VEITIA LLORENTE PEDRO ALEXIS,CUB,Bronze,,136
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,5,OSMANLI SULTAN,OSMANLI SULTAN,TUR,,,136
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,5,ARSAEV ADAM_ZAYNDIEVICH,ARSAEV ADAM_ZAYNDIEVICH,NOR,,,136
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,5,PHOEMSAP THANANCHAI,PHOEMSAP THANANCHAI,THA,,,136
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,5,YEGOROV YEGOR,YEGOROV YEGOR,KAZ,,,136
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,1,ERKINBOEV FAZLIDDIN,ERKINBOEV FAZLIDDIN,UZB,Gold,,137
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,2,GEMES LEVENTE,GEMES LEVENTE,HUN,Silver,,137
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,3,KARAITIS CHRISTOS,KARAITIS CHRISTOS,GRE,Bronze,,137
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,3,VEITIA LLORENTE PEDRO ALEXIS,VEITIA LLORENTE PEDRO ALEXIS,CUB,Bronze,,137
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,5,OSMANLI SULTAN,OSMANLI SULTAN,TUR,,,137
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,5,ARSAEV ADAM ZAYNDIEVICH,ARSAEV ADAM ZAYNDIEVICH,NOR,,,137
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,5,PHOEMSAP THANANCHAI,PHOEMSAP THANANCHAI,THA,,,137
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Middle (67-71kg) Youth Men,5,YEGOROV YEGOR,YEGOROV YEGOR,KAZ,,,137
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Middle (67-71kg) Youth Men,1,ERKINBOEV FAZLIDDIN,ERKINBOEV FAZLIDDIN,UZB,Gold,,138
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Middle (67-71kg) Youth Men,2,GEMES LEVENTE,GEMES LEVENTE,HUN,Silver,,138
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Middle (67-71kg) Youth Men,3,KARAITIS CHRISTOS,KARAITIS CHRISTOS,GRE,Bronze,,138
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Middle (67-71kg) Youth Men,3,VEITIA LLORENTE PEDRO ALEXIS,VEITIA LLORENTE PEDRO ALEXIS,CUB,Bronze,,138
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Middle (67-71kg) Youth Men,5,OSMANLI SULTAN,OSMANLI SULTAN,TUR,,,138
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Middle (67-71kg) Youth Men,5,ARSAEV ADAM ZAYNDIEVICH,ARSAEV ADAM ZAYNDIEVICH,NOR,,,138
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Middle (67-71kg) Youth Men,5,PHOEMSAP THANANCHAI,PHOEMSAP THANANCHAI,THA,,,138
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Middle (67-71kg) Youth Men,5,YEGOROV YEGOR,YEGOROV YEGOR,KAZ,,,138
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63kg) Youth Women,1,RAVINA RAVINA,RAVINA RAVINA,IND,Gold,,139
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63kg) Youth Women,2,DE CLER MEGAN,DE CLER MEGAN,NED,Silver,,139
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63kg) Youth Women,3,TANATAR ASSEM,TANATAR ASSEM,KAZ,Bronze,,139
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63kg) Youth Women,3,HERRERA DANIELA_MAGALI,HERRERA DANIELA_MAGALI,ARG,Bronze,,139
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63kg) Youth Women,5,CRETU ALINA_ALEXANDRA,CRETU ALINA_ALEXANDRA,ROU,,,139
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63kg) Youth Women,5,MARRA VALENTINA,MARRA VALENTINA,ITA,,,139
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63kg) Youth Women,5,TUTAL LUETFIYE,TUTAL LUETFIYE,GER,,,139
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63kg) Youth Women,5,BOHODIROVA SITORA,BOHODIROVA SITORA,UZB,,,139
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,1,VANSHAJ VANSHAJ,VANSHAJ VANSHAJ,IND,Gold,,140
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,2,KAJAIA DEMUR,KAJAIA DEMUR,GEO,Silver,,140
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,3,CROCKLEM DEDRICK_DESHAWN,CROCKLEM DEDRICK_DESHAWN,USA,Bronze,,140
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,3,ROSKOWICZ BARTLOMIEJ,ROSKOWICZ BARTLOMIEJ,POL,Bronze,,140
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,5,LIVAZA OMAR,LIVAZA OMAR,KGZ,,,140
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,5,MOHAMED OSAMA,MOHAMED OSAMA,ENG,,,140
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,5,BUZA RAFAEL,BUZA RAFAEL,HUN,,,140
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,5,DAS HALIT,DAS HALIT,TUR,,,140
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,1,VANSHAJ VANSHAJ,VANSHAJ VANSHAJ,IND,Gold,,141
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,2,KAJAIA DEMUR,KAJAIA DEMUR,GEO,Silver,,141
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,3,CROCKLEM DEDRICK_DESHAWN,CROCKLEM DEDRICK_DESHAWN,USA,Bronze,,141
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,3,ROSKOWICZ BARTLOMIEJ,ROSKOWICZ BARTLOMIEJ,POL,Bronze,,141
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,5,LIVAZA OMAR,LIVAZA OMAR,KGZ,,,141
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,5,MOHAMED OSAMA,MOHAMED OSAMA,ENG,,,141
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,5,BUZA RAFAEL,BUZA RAFAEL,HUN,,,141
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Light Welter (60-63.5kg) Youth Men,5,DAS HALIT,DAS HALIT,TUR,,,141
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Welter (60-63.5kg) Youth Men,1,VANSHAJ VANSHAJ,VANSHAJ VANSHAJ,IND,Gold,,142
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Welter (60-63.5kg) Youth Men,2,KAJAIA DEMUR,KAJAIA DEMUR,GEO,Silver,,142
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Welter (60-63.5kg) Youth Men,3,CROCKLEM DEDRICK_DESHAWN,CROCKLEM DEDRICK_DESHAWN,USA,Bronze,,142
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Welter (60-63.5kg) Youth Men,3,ROSOKOWICZ BARTLOMIEJ,ROSOKOWICZ BARTLOMIEJ,POL,Bronze,,142
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Welter (60-63.5kg) Youth Men,5,LIVAZA OMAR,LIVAZA OMAR,KGZ,,,142
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Welter (60-63.5kg) Youth Men,5,MOHAMED OSAMA,MOHAMED OSAMA,ENG,,,142
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Welter (60-63.5kg) Youth Men,5,BUZA RAFAEL,BUZA RAFAEL,HUN,,,142
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Light Welter (60-63.5kg) Youth Men,5,DAS HALIT,DAS HALIT,TUR,,,142
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Middle (70-75kg) Youth Women,1,HOFSTAD SUNNIVA,HOFSTAD SUNNIVA,NOR,Gold,2022-12-01 11:05,143
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Middle (70-75kg) Youth Women,2,SOLANO_VANEGAS ANGIE_CAROLINA,SOLANO_VANEGAS ANGIE_CAROLINA,COL,Silver,2022-12-01 11:05,143
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Middle (70-75kg) Youth Women,3,MUSKAN MUSKAN,MUSKAN MUSKAN,IND,Bronze,2022-12-01 11:05,143
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Middle (70-75kg) Youth Women,3,KHUSANOVA SAKHOBAT,KHUSANOVA SAKHOBAT,UZB,Bronze,2022-12-01 11:05,143
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Middle (70-75kg) Youth Women,5,HALVORSEN TALIA,HALVORSEN TALIA,USA,,2022-12-01 11:05,143
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Middle (70-75kg) Youth Women,5,SARANIUK ANASTASIIA,SARANIUK ANASTASIIA,UKR,,2022-12-01 11:05,143
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Middle (70-75kg) Youth Women,5,AZIMBAI ZYEINYEP,AZIMBAI ZYEINYEP,MGL,,2022-12-01 11:05,143
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Middle (70-75kg) Youth Women,5,CAZAR_MINA MARILYN_GABRIELA,CAZAR_MINA MARILYN_GABRIELA,ECU,,2022-12-01 11:05,143
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Middle (71-75kg) Youth Men,1,KHABIBULLAEV TURABEK,KHABIBULLAEV TURABEK,UZB,Gold,,144
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Middle (71-75kg) Youth Men,2,TULEMISSOV DAULET,TULEMISSOV DAULET,KAZ,Silver,,144
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Middle (71-75kg) Youth Men,3,NOA HADJIT,NOA HADJIT,BEL,Bronze,,144
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Middle (71-75kg) Youth Men,3,BARRERA_ARIAS KHRISZTHIHAN,BARRERA_ARIAS KHRISZTHIHAN,CUB,Bronze,,144
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Middle (71-75kg) Youth Men,5,HOVHANNISYAN ALIK,HOVHANNISYAN ALIK,ARM,,,144
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Middle (71-75kg) Youth Men,5,DEEPAK DEEPAK,DEEPAK DEEPAK,IND,,,144
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Middle (71-75kg) Youth Men,5,KING THOMAS,KING THOMAS,IRL,,,144
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Middle (71-75kg) Youth Men,5,AGUILAR_HERRERA SAMUEL,AGUILAR_HERRERA SAMUEL,MEX,,,144
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Minimum (45-48kg) Youth Women,1,GANIEVA GULSEVAR,GANIEVA GULSEVAR,UZB,Gold,2022-12-01,145
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Minimum (45-48kg) Youth Women,2,SHARMA BHAWNA,SHARMA BHAWNA,IND,Silver,2022-12-01,145
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Minimum (45-48kg) Youth Women,3,NUNEZ_FRANCISCO NOVOANNY,NUNEZ_FRANCISCO NOVOANNY,DOM,Bronze,2022-12-01,145
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Minimum (45-48kg) Youth Women,3,BURIBAYEVA GULNAZ,BURIBAYEVA GULNAZ,KAZ,Bronze,2022-12-01,145
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Minimum (45-48kg) Youth Women,5,GUO YI-XUAN,GUO YI-XUAN,TPE,,2022-12-01,145
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Minimum (45-48kg) Youth Women,5,BRITO_GUEVARA ALONDRA_EVIMIR,BRITO_GUEVARA ALONDRA_EVIMIR,VEN,,2022-12-01,145
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Minimum (45-48kg) Youth Women,5,ISIK FILIZ,ISIK FILIZ,TUR,,2022-12-01,145
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Minimum (45-48kg) Youth Women,5,MAMMADOVA MEPHARA,MAMMADOVA MEPHARA,AZE,,2022-12-01,145
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Minimum (46-48kg) Youth Men,1,SURESH VISHVANATH,SURESH VISHVANATH,IND,Gold,,146
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Minimum (46-48kg) Youth Men,2,SUYOM RONEL,SUYOM RONEL,PHI,Silver,,146
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Minimum (46-48kg) Youth Men,3,LOZANO_SERRANO RAFAEL,LOZANO_SERRANO RAFAEL,ESP,Bronze,,146
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Minimum (46-48kg) Youth Men,3,LOPEZ_DE_JESUS JUANMA,LOPEZ_DE_JESUS JUANMA,PUR,Bronze,,146
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Minimum (46-48kg) Youth Men,5,KERR_DIXON JYE,KERR_DIXON JYE,AUS,,,146
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Minimum (46-48kg) Youth Men,5,SADAHIRO MOTOKI,SADAHIRO MOTOKI,JPN,,,146
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Minimum (46-48kg) Youth Men,5,PHLONGAURAI THITIWAT,PHLONGAURAI THITIWAT,THA,,,146
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Minimum (46-48kg) Youth Men,5,YAGLI TALAT,YAGLI TALAT,TUR,,,146
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,1,ITAUMA ENRIKO,ITAUMA ENRIKO,ENG,Gold,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,2,ZELENSKYI OLEKSANDR,ZELENSKYI OLEKSANDR,UKR,Silver,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,3,ROULIAS STYLIANOS,ROULIAS STYLIANOS,GRE,Bronze,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,3,CHOI INHO,CHOI INHO,KOR,Bronze,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,5,OUCHAOU AMIN_YOUNES,OUCHAOU AMIN_YOUNES,GER,,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,5,RHYTHM RHYTHM,RHYTHM RHYTHM,IND,,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,5,YERMOLENKO IVAN,YERMOLENKO IVAN,KAZ,,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,5,SHARIKADZE TARIEL,SHARIKADZE TARIEL,GEO,,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,1,SEIDISH BAKYT,SEIDISH BAKYT,KAZ,Gold,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,2,SCHUENEMANN CARLOTTA,SCHUENEMANN CARLOTTA,GER,Silver,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,3,RICHOL MAELYS,RICHOL MAELYS,FRA,Bronze,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,3,ALVAREZ_FRANCO JULIANNYS_NAZARETH,ALVAREZ_FRANCO JULIANNYS_NAZARETH,VEN,Bronze,2022-12-01 11:05,148
